Date (GMT+1),Non-Renewable,Renewable,Day Ahead Auction (DK1),Day Ahead Auction (DK2)
,Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2021-01-01T00:00+01:00,1273.56,1543.23,50.87,50.87
2021-01-01T01:00+01:00,1240.84,1469.21,48.19,48.19
2021-01-01T02:00+01:00,1078.23,1382.78,44.68,44.68
2021-01-01T03:00+01:00,1025.92,1264.99,42.92,42.92
2021-01-01T04:00+01:00,1024.92,1171.04,40.39,40.39
2021-01-01T05:00+01:00,1070.38,1139.37,40.2,40.2
2021-01-01T06:00+01:00,1101.51,1127.88,39.63,39.63
2021-01-01T07:00+01:00,1177.71,1114.14,40.09,40.09
2021-01-01T08:00+01:00,1218.21,1150.33,41.27,41.27
2021-01-01T09:00+01:00,1300.53,1106.58,44.88,44.88
2021-01-01T10:00+01:00,1386.45,1211.09,45,45
2021-01-01T11:00+01:00,1420.99,1239.35,47.2,47.2
2021-01-01T12:00+01:00,1621.72,1222.49,50.78,50.78
2021-01-01T13:00+01:00,1667.22,1180.59,45.49,45.49
2021-01-01T14:00+01:00,1594.27,1139.27,44.73,44.73
2021-01-01T15:00+01:00,1771.02,1155.62,46.59,46.59
2021-01-01T16:00+01:00,1875.45,1181.89,52.99,52.99
2021-01-01T17:00+01:00,2006.14,1189.72,60.26,60.26
2021-01-01T18:00+01:00,1961.86,1204.05,60.61,60.61
2021-01-01T19:00+01:00,1933.97,1169.17,60.36,60.36
2021-01-01T20:00+01:00,1895.01,1140.62,57.4,57.4
2021-01-01T21:00+01:00,1858.25,1136.34,53.86,53.86
2021-01-01T22:00+01:00,1769.35,1211.51,53.45,53.45
2021-01-01T23:00+01:00,1698.17,1200.33,49.72,49.72
2021-01-02T00:00+01:00,1329.05,1064.79,46.69,46.69
2021-01-02T01:00+01:00,1332.93,1030.77,42.43,42.43
2021-01-02T02:00+01:00,1200.22,1011.34,41.09,41.09
2021-01-02T03:00+01:00,1133.37,1023.97,40,40
2021-01-02T04:00+01:00,1100.12,990.35,37.55,37.55
2021-01-02T05:00+01:00,1130.87,917.64,39,39
2021-01-02T06:00+01:00,1181.23,898.1,42.09,42.09
2021-01-02T07:00+01:00,1336.4,874.76,44.96,44.96
2021-01-02T08:00+01:00,1412.91,902.81,48.45,48.45
2021-01-02T09:00+01:00,1596.81,876.49,52,52
2021-01-02T10:00+01:00,1603.21,1020.21,52,52
2021-01-02T11:00+01:00,1731.31,1216.58,52.15,52.15
2021-01-02T12:00+01:00,1828.37,1205.08,55.95,55.95
2021-01-02T13:00+01:00,1771.11,1132.92,52,52
2021-01-02T14:00+01:00,1788.21,1052.67,50.69,50.69
2021-01-02T15:00+01:00,1962.47,1161.25,53.45,53.45
2021-01-02T16:00+01:00,2019.73,1212.99,59.99,59.99
2021-01-02T17:00+01:00,2036.9,1266.05,62,62
2021-01-02T18:00+01:00,1978.49,1312.2,63.08,63.08
2021-01-02T19:00+01:00,1923.84,1388.47,62.17,62.17
2021-01-02T20:00+01:00,1868.09,1501.51,60.03,60.03
2021-01-02T21:00+01:00,1735.49,1575.75,55.03,55.03
2021-01-02T22:00+01:00,1694.55,1589.29,52.25,52.25
2021-01-02T23:00+01:00,1439.14,1588.04,48.45,48.45
2021-01-03T00:00+01:00,1203.46,1575.26,46.11,46.11
2021-01-03T01:00+01:00,1158.21,1593.53,41.59,41.59
2021-01-03T02:00+01:00,1065.27,1737.81,37.21,37.21
2021-01-03T03:00+01:00,960.59,1764.94,35.18,35.18
2021-01-03T04:00+01:00,919.62,1756.26,24.65,24.65
2021-01-03T05:00+01:00,935.57,1698.53,23.85,23.85
2021-01-03T06:00+01:00,957.5,2109.88,24.05,24.05
2021-01-03T07:00+01:00,858.48,2034.82,24.8,24.8
2021-01-03T08:00+01:00,846.55,2240.45,24.97,24.97
2021-01-03T09:00+01:00,874.15,2462.45,25.65,25.65
2021-01-03T10:00+01:00,862.29,2652.07,26,26
2021-01-03T11:00+01:00,856.55,2779.28,26.07,26.89
2021-01-03T12:00+01:00,907.93,3074.53,25.87,25.87
2021-01-03T13:00+01:00,869.14,3092.06,25.83,25.83
2021-01-03T14:00+01:00,904.7,3094.91,26.02,26.02
2021-01-03T15:00+01:00,907.64,3204.41,26.5,26.5
2021-01-03T16:00+01:00,909.63,3278.65,28.05,33.27
2021-01-03T17:00+01:00,1152.63,3590.86,28.53,43.96
2021-01-03T18:00+01:00,1039.85,3980.48,28.17,43.35
2021-01-03T19:00+01:00,979.75,3362.12,27.92,27.92
2021-01-03T20:00+01:00,949.67,3276.3,27.56,27.56
2021-01-03T21:00+01:00,927.8,3195.7,27.04,27.04
2021-01-03T22:00+01:00,861.23,3271.4,26.18,26.18
2021-01-03T23:00+01:00,903.01,3114.1,24.92,24.92
2021-01-04T00:00+01:00,964.47,2890.08,24.66,24.66
2021-01-04T01:00+01:00,899.95,3230.25,24.05,24.05
2021-01-04T02:00+01:00,997.31,2905.59,23.88,23.88
2021-01-04T03:00+01:00,916.3,2770.7,24.03,24.03
2021-01-04T04:00+01:00,955.67,2639.07,24.58,24.58
2021-01-04T05:00+01:00,938.71,2770.22,25.84,25.84
2021-01-04T06:00+01:00,999.03,2965.1,28.21,28.21
2021-01-04T07:00+01:00,1089.82,3148.66,30.85,49.76
2021-01-04T08:00+01:00,1566.75,3275.36,49.2,54.42
2021-01-04T09:00+01:00,1559.89,3683.07,50.02,55.69
2021-01-04T10:00+01:00,1466.2,3930.74,55.4,55.8
2021-01-04T11:00+01:00,1476.88,3498.28,56.53,58.27
2021-01-04T12:00+01:00,1461.32,3769.17,52.07,57.52
2021-01-04T13:00+01:00,1508.19,3937.54,56.53,56.53
2021-01-04T14:00+01:00,1511.49,3804.42,57.99,57.99
2021-01-04T15:00+01:00,1645.5,3811.26,58.03,58.03
2021-01-04T16:00+01:00,1639.47,3911.09,60.5,60.5
2021-01-04T17:00+01:00,1956.76,3884.57,65.22,65.22
2021-01-04T18:00+01:00,1759.95,3928.54,60.05,60.05
2021-01-04T19:00+01:00,1555.22,3852.31,53.73,53.73
2021-01-04T20:00+01:00,1309.93,3811.59,37.68,37.68
2021-01-04T21:00+01:00,1296.12,3724.41,34.82,38.49
2021-01-04T22:00+01:00,1033.69,3619.36,30.95,30.95
2021-01-04T23:00+01:00,1033.89,3627.71,27.35,27.35
2021-01-05T00:00+01:00,1037.99,3791.52,27.81,27.81
2021-01-05T01:00+01:00,1020.25,3812.12,27.45,27.45
2021-01-05T02:00+01:00,979.16,3645.38,27.08,27.08
2021-01-05T03:00+01:00,1008.61,3734.93,27.14,27.14
2021-01-05T04:00+01:00,936.04,3733.54,27.79,27.79
2021-01-05T05:00+01:00,1021.68,3733.26,29.81,29.81
2021-01-05T06:00+01:00,1233,3768.95,35.78,35.78
2021-01-05T07:00+01:00,1507.56,3907.12,53.64,53.64
2021-01-05T08:00+01:00,1783.07,3946.62,60,60
2021-01-05T09:00+01:00,1653.55,3833.36,60.12,60.12
2021-01-05T10:00+01:00,1641.53,3890.26,61.18,61.18
2021-01-05T11:00+01:00,1738.2,3991.19,62.46,62.46
2021-01-05T12:00+01:00,1866.74,4052.72,61.48,61.48
2021-01-05T13:00+01:00,1728.11,4074.47,62.29,62.29
2021-01-05T14:00+01:00,1697.72,3891.61,61.89,62.04
2021-01-05T15:00+01:00,1595.49,3817.32,62.51,62.51
2021-01-05T16:00+01:00,1748.95,3827.83,64.26,64.26
2021-01-05T17:00+01:00,1858.96,3735.07,65.6,65.6
2021-01-05T18:00+01:00,1934.95,3706.77,60.13,60.13
2021-01-05T19:00+01:00,1718.3,3699.09,54.66,54.66
2021-01-05T20:00+01:00,1796.66,3569.23,40.78,40.78
2021-01-05T21:00+01:00,1802.84,3583.01,39.6,39.6
2021-01-05T22:00+01:00,1464.64,3597.64,32.06,32.06
2021-01-05T23:00+01:00,978.51,3403.82,29.21,29.21
2021-01-06T00:00+01:00,1083.88,3553.22,29.83,29.83
2021-01-06T01:00+01:00,1073.82,3534.8,28.72,28.72
2021-01-06T02:00+01:00,1116.96,3442.65,28.11,28.11
2021-01-06T03:00+01:00,1052.7,3296.77,27.98,27.98
2021-01-06T04:00+01:00,1065.43,3351.65,28.16,28.16
2021-01-06T05:00+01:00,1035.79,3524.57,29,29
2021-01-06T06:00+01:00,1100.54,3914.88,30.72,30.72
2021-01-06T07:00+01:00,1489.16,4229.93,35.54,35.54
2021-01-06T08:00+01:00,1874.77,4365.17,39.18,39.18
2021-01-06T09:00+01:00,2002.72,4337.25,41.88,41.88
2021-01-06T10:00+01:00,2115.92,4415.19,46.07,46.07
2021-01-06T11:00+01:00,2227.99,4407.54,45.27,45.27
2021-01-06T12:00+01:00,2176.47,4343.82,46.21,46.21
2021-01-06T13:00+01:00,2109.14,4204.64,47.35,47.35
2021-01-06T14:00+01:00,2148.62,4195.64,51.31,51.31
2021-01-06T15:00+01:00,2112.01,4236.44,54.9,54.9
2021-01-06T16:00+01:00,2469.81,4138.21,58.4,58.4
2021-01-06T17:00+01:00,2548.48,4022.09,59.93,59.93
2021-01-06T18:00+01:00,2415.05,3802.94,55.67,55.67
2021-01-06T19:00+01:00,2081.44,3558.15,50.25,50.25
2021-01-06T20:00+01:00,1735.04,3420.55,39.84,39.84
2021-01-06T21:00+01:00,1634.58,3266.14,39.93,39.93
2021-01-06T22:00+01:00,1375.91,3156.38,38.7,38.7
2021-01-06T23:00+01:00,1258.36,3097.45,32.5,32.5
2021-01-07T00:00+01:00,1500.4,3063.01,43.08,43.08
2021-01-07T01:00+01:00,1238.8,2997.64,40.9,40.9
2021-01-07T02:00+01:00,1223.22,2895.68,39.19,39.19
2021-01-07T03:00+01:00,1160.81,2830.8,39.78,39.78
2021-01-07T04:00+01:00,1192.94,2787.93,41.28,41.28
2021-01-07T05:00+01:00,1435.01,2735.61,45.54,45.54
2021-01-07T06:00+01:00,2002.01,2730.74,55.97,55.97
2021-01-07T07:00+01:00,2266.24,2639.2,67.8,67.8
2021-01-07T08:00+01:00,2316.04,2618.55,84.43,86.51
2021-01-07T09:00+01:00,2473.06,2576.81,83.86,83.86
2021-01-07T10:00+01:00,2564.7,2485.03,82.44,82.44
2021-01-07T11:00+01:00,2650.28,2364.74,85.99,85.99
2021-01-07T12:00+01:00,2674.99,2207.76,84.71,84.71
2021-01-07T13:00+01:00,2592.91,2099.04,82.29,82.29
2021-01-07T14:00+01:00,2568.06,2063.16,78.62,78.62
2021-01-07T15:00+01:00,2515.33,2059.75,81.57,81.57
2021-01-07T16:00+01:00,2498.29,2093.07,89.68,89.68
2021-01-07T17:00+01:00,2469.14,2197.26,99.91,100
2021-01-07T18:00+01:00,2395.68,2063.63,84.62,90.43
2021-01-07T19:00+01:00,2252.02,2003.78,77.79,80.28
2021-01-07T20:00+01:00,2207.84,1870.61,65.2,66.8
2021-01-07T21:00+01:00,2144.93,1790.84,59.33,59.33
2021-01-07T22:00+01:00,2086.85,1780.27,58.26,58.26
2021-01-07T23:00+01:00,1748.47,1604.91,52.25,52.25
2021-01-08T00:00+01:00,1779.36,1496.09,49.31,49.31
2021-01-08T01:00+01:00,1601.82,1516.03,47.38,47.38
2021-01-08T02:00+01:00,1463.89,1620.64,45.78,45.78
2021-01-08T03:00+01:00,1365,1644.52,44.51,44.51
2021-01-08T04:00+01:00,1363.07,1716.8,45.69,45.69
2021-01-08T05:00+01:00,1702.41,1774.01,50.33,50.33
2021-01-08T06:00+01:00,1992.45,1996.23,59.71,59.71
2021-01-08T07:00+01:00,2220.26,2258.76,79.56,79.56
2021-01-08T08:00+01:00,2452.76,2408.76,103.54,103.54
2021-01-08T09:00+01:00,2538.28,2531.48,107.8,107.8
2021-01-08T10:00+01:00,2528.03,2525.86,107.32,107.32
2021-01-08T11:00+01:00,2459.95,2615.84,104.26,104.26
2021-01-08T12:00+01:00,2541.44,2605.73,99.91,99.91
2021-01-08T13:00+01:00,2336.25,2561.56,95.27,95.27
2021-01-08T14:00+01:00,2233.64,2468.81,92.72,92.72
2021-01-08T15:00+01:00,2299.77,2409.39,95.42,95.42
2021-01-08T16:00+01:00,2497.57,2376.43,95,95
2021-01-08T17:00+01:00,2581.42,2391.86,110,110
2021-01-08T18:00+01:00,2501.03,2455.59,99.95,99.95
2021-01-08T19:00+01:00,2423.2,2350.98,80.12,80.12
2021-01-08T20:00+01:00,2228.36,2133.69,64.24,64.24
2021-01-08T21:00+01:00,2100.65,1819.14,59.43,59.43
2021-01-08T22:00+01:00,2073.23,1675.82,56.22,56.22
2021-01-08T23:00+01:00,1801.59,1436.66,51.75,51.75
2021-01-09T00:00+01:00,1743.68,1245.59,50.67,50.67
2021-01-09T01:00+01:00,1646.21,1187.26,48.6,48.6
2021-01-09T02:00+01:00,1627.16,1129.41,48.02,48.02
2021-01-09T03:00+01:00,1628.09,1089.16,49.25,49.25
2021-01-09T04:00+01:00,1590.15,1119.65,49.63,49.63
2021-01-09T05:00+01:00,1601.04,1051.27,47.77,47.77
2021-01-09T06:00+01:00,1659.44,975.81,49.57,49.57
2021-01-09T07:00+01:00,1797.84,973.42,53.82,53.82
2021-01-09T08:00+01:00,2218.72,966.45,59.8,59.8
2021-01-09T09:00+01:00,2297.55,902.88,66.92,66.92
2021-01-09T10:00+01:00,2429.6,891.28,67.71,67.71
2021-01-09T11:00+01:00,2441.34,919.15,68,68
2021-01-09T12:00+01:00,2486.02,922.21,67.01,67.01
2021-01-09T13:00+01:00,2511.04,884.67,62.53,62.53
2021-01-09T14:00+01:00,2502.34,851.71,60,60
2021-01-09T15:00+01:00,2482.04,793.92,60,60
2021-01-09T16:00+01:00,2572,801.47,62.78,62.78
2021-01-09T17:00+01:00,2783.25,889.47,69.92,69.92
2021-01-09T18:00+01:00,2764.21,999.49,71.99,71.99
2021-01-09T19:00+01:00,2615.42,1131.44,68.95,68.95
2021-01-09T20:00+01:00,2440.07,1333.64,62.66,62.66
2021-01-09T21:00+01:00,2146.12,1669.26,53.85,55.19
2021-01-09T22:00+01:00,1904.68,2004.76,54.13,54.13
2021-01-09T23:00+01:00,1555.25,2250.72,44.93,44.93
2021-01-10T00:00+01:00,1284.77,2473.37,38.84,38.84
2021-01-10T01:00+01:00,1254.86,2748.16,35.97,35.97
2021-01-10T02:00+01:00,1258.48,3071.19,34.35,34.35
2021-01-10T03:00+01:00,1163.07,3513.13,33.87,33.87
2021-01-10T04:00+01:00,1188.13,3728.22,33.84,33.84
2021-01-10T05:00+01:00,1179.32,3835.36,34.21,34.21
2021-01-10T06:00+01:00,1424.72,3557.87,34.03,34.03
2021-01-10T07:00+01:00,1298.15,3194.82,37.61,37.61
2021-01-10T08:00+01:00,1464.54,2732.39,39.09,39.09
2021-01-10T09:00+01:00,1804.72,2323.49,40.76,40.76
2021-01-10T10:00+01:00,1921.84,2133.5,44.16,44.16
2021-01-10T11:00+01:00,1763.12,2184.34,46.24,46.24
2021-01-10T12:00+01:00,1637.77,2193.68,44.76,44.76
2021-01-10T13:00+01:00,1611.09,1996.24,44.34,44.34
2021-01-10T14:00+01:00,1708.15,1940.35,45.45,45.45
2021-01-10T15:00+01:00,1949.64,1782.99,48.03,48.03
2021-01-10T16:00+01:00,2260.99,1724.38,55.87,55.87
2021-01-10T17:00+01:00,2370.8,1770.66,62.09,62.09
2021-01-10T18:00+01:00,2424.58,1695.08,63.41,63.41
2021-01-10T19:00+01:00,2127.03,1727.04,55.24,55.24
2021-01-10T20:00+01:00,1760.74,1738.76,48.05,48.05
2021-01-10T21:00+01:00,1687.04,1743.72,44.49,44.49
2021-01-10T22:00+01:00,1735.32,1790.59,40.07,40.07
2021-01-10T23:00+01:00,1623.3,2004.58,35.88,35.88
2021-01-11T00:00+01:00,1307.67,2082.85,44.9,44.9
2021-01-11T01:00+01:00,1160.08,2107.84,39.59,39.59
2021-01-11T02:00+01:00,1260.54,2263.56,37.78,37.78
2021-01-11T03:00+01:00,1106.26,2722.01,35.43,35.43
2021-01-11T04:00+01:00,1073.38,3001.11,37.29,37.29
2021-01-11T05:00+01:00,1150.58,2992.74,41.41,41.41
2021-01-11T06:00+01:00,1266.59,3650.02,42.78,42.78
2021-01-11T07:00+01:00,1474.08,4056.74,50.34,60.24
2021-01-11T08:00+01:00,1507.78,4444.67,57.25,60.42
2021-01-11T09:00+01:00,1542.53,4658.6,49.62,49.62
2021-01-11T10:00+01:00,1401.66,4532.23,47.57,47.57
2021-01-11T11:00+01:00,1349.36,4895.57,44.64,44.64
2021-01-11T12:00+01:00,1350.88,4912.52,43.33,43.33
2021-01-11T13:00+01:00,1352.34,4939.81,42.61,42.61
2021-01-11T14:00+01:00,1389.46,4562.17,42.05,42.05
2021-01-11T15:00+01:00,1509.62,4435.09,42.31,42.31
2021-01-11T16:00+01:00,1459.69,4698.02,43.28,43.28
2021-01-11T17:00+01:00,1498.37,4627.93,44.98,44.98
2021-01-11T18:00+01:00,1394.93,4660.18,42.93,42.93
2021-01-11T19:00+01:00,1350.69,4742.73,39.71,39.71
2021-01-11T20:00+01:00,1336.19,4443.01,37.11,37.11
2021-01-11T21:00+01:00,1150.96,4156.86,34.24,34.24
2021-01-11T22:00+01:00,1152.97,3890.18,34.01,33.21
2021-01-11T23:00+01:00,1184.04,3679.43,27.39,27.39
2021-01-12T00:00+01:00,1061.88,3491.26,18.96,19.43
2021-01-12T01:00+01:00,1079.83,3453.41,15.82,15.82
2021-01-12T02:00+01:00,1046.15,2982.11,19,19
2021-01-12T03:00+01:00,1087.3,2413.64,24.14,24.14
2021-01-12T04:00+01:00,1146.5,2000.5,27,27
2021-01-12T05:00+01:00,1283.28,1623.99,35.94,35.94
2021-01-12T06:00+01:00,1804.15,1869.54,40.96,40.96
2021-01-12T07:00+01:00,1889.46,2170.28,54.51,54.51
2021-01-12T08:00+01:00,2371.22,2338.48,60.64,60.64
2021-01-12T09:00+01:00,2487.67,2320.27,54.96,54.96
2021-01-12T10:00+01:00,2495.89,2443.66,56.5,56.5
2021-01-12T11:00+01:00,2473.94,2646.66,55.34,57.88
2021-01-12T12:00+01:00,2096.81,3210.71,50.1,59.64
2021-01-12T13:00+01:00,1585.79,3422.21,48.05,54.94
2021-01-12T14:00+01:00,1490.88,3651.29,48.04,50.31
2021-01-12T15:00+01:00,1594.24,3813.84,52.01,54.23
2021-01-12T16:00+01:00,1912.28,4296.33,61.06,61.5
2021-01-12T17:00+01:00,1914.87,4344.01,64.12,64.12
2021-01-12T18:00+01:00,1872.93,4536.86,60.4,60.4
2021-01-12T19:00+01:00,1494.16,4598.88,50.45,53.58
2021-01-12T20:00+01:00,1136.43,4265.94,41.79,50.3
2021-01-12T21:00+01:00,1123.03,4406.53,40.71,40.71
2021-01-12T22:00+01:00,1086.8,3555.23,37.75,37.75
2021-01-12T23:00+01:00,1108.11,3668.93,34.62,34.62
2021-01-13T00:00+01:00,1091.64,3484.43,33.03,33.03
2021-01-13T01:00+01:00,1065.45,3771.24,32.43,32.43
2021-01-13T02:00+01:00,986.25,3705.82,31.58,31.58
2021-01-13T03:00+01:00,975.55,4082.8,30.84,30.84
2021-01-13T04:00+01:00,1000.35,3411.43,31.68,31.68
2021-01-13T05:00+01:00,1079.07,3676.2,36.81,36.81
2021-01-13T06:00+01:00,1269.19,3501.31,41.87,41.87
2021-01-13T07:00+01:00,1369.71,3800.34,46.21,46.21
2021-01-13T08:00+01:00,1875.56,4149.84,56.14,56.14
2021-01-13T09:00+01:00,1757.68,4449.26,47.71,47.71
2021-01-13T10:00+01:00,1533.7,4586.11,46.23,46.23
2021-01-13T11:00+01:00,1384.64,4656.37,43.82,43.82
2021-01-13T12:00+01:00,1379.69,4599.21,41.22,41.22
2021-01-13T13:00+01:00,1379.53,4735.28,40.04,40.04
2021-01-13T14:00+01:00,1360.59,4677.3,39.47,39.47
2021-01-13T15:00+01:00,1347.84,4609.64,41.17,41.17
2021-01-13T16:00+01:00,1449.42,4023.94,45.91,45.91
2021-01-13T17:00+01:00,1550.07,4211.52,55.49,55.49
2021-01-13T18:00+01:00,1458.96,4353.48,54.51,54.51
2021-01-13T19:00+01:00,1405.54,4107.7,48.1,48.1
2021-01-13T20:00+01:00,1303.95,3827.2,47.14,47.14
2021-01-13T21:00+01:00,1221.4,3807.94,40.88,40.88
2021-01-13T22:00+01:00,1102.07,3885.53,40.02,40.02
2021-01-13T23:00+01:00,1020.49,3659.94,38.03,38.03
2021-01-14T00:00+01:00,989.45,3847.26,37.3,37.3
2021-01-14T01:00+01:00,1074.11,3784.02,36.91,36.91
2021-01-14T02:00+01:00,1086.08,3627.47,36.98,36.98
2021-01-14T03:00+01:00,1031.59,3395.47,39.44,39.44
2021-01-14T04:00+01:00,1134.95,3025.49,42.16,42.16
2021-01-14T05:00+01:00,1127.12,2691.99,45.34,45.34
2021-01-14T06:00+01:00,1319.91,2948.36,58.6,58.6
2021-01-14T07:00+01:00,1896.16,3137.62,79.9,81.34
2021-01-14T08:00+01:00,2411.69,3113.05,88.82,91
2021-01-14T09:00+01:00,2466.24,2704.78,89.27,89.27
2021-01-14T10:00+01:00,2483.22,2387.39,89.63,89.63
2021-01-14T11:00+01:00,2587.08,2148.15,91.05,91.05
2021-01-14T12:00+01:00,2444.23,1952.26,88.75,88.91
2021-01-14T13:00+01:00,2448.27,1868.44,87.1,89.24
2021-01-14T14:00+01:00,2369.12,1841.45,83.98,86.04
2021-01-14T15:00+01:00,2317.27,1809.8,79.96,91.21
2021-01-14T16:00+01:00,2273.03,1923.62,83.42,99.94
2021-01-14T17:00+01:00,2434.57,1908.94,100.67,103.14
2021-01-14T18:00+01:00,2429.31,1833.27,90.16,92.38
2021-01-14T19:00+01:00,2412.13,1689.07,87.7,87.7
2021-01-14T20:00+01:00,2193.22,1560.86,74.58,74.58
2021-01-14T21:00+01:00,1950.22,1547.57,62.74,62.74
2021-01-14T22:00+01:00,1984.65,1561.17,59.82,59.82
2021-01-14T23:00+01:00,1988.19,1626.96,55.6,55.6
2021-01-15T00:00+01:00,1763.02,1684.48,48.98,48.98
2021-01-15T01:00+01:00,1894.84,1641.01,48.66,48.66
2021-01-15T02:00+01:00,1688.56,1671.05,47.7,47.7
2021-01-15T03:00+01:00,1610.89,1768.06,46.6,46.6
2021-01-15T04:00+01:00,1610.93,1799.76,48,48
2021-01-15T05:00+01:00,1834.65,1757.28,51.52,51.52
2021-01-15T06:00+01:00,2232.02,1803.66,62.97,62.97
2021-01-15T07:00+01:00,2444.55,1938.17,77.94,79.86
2021-01-15T08:00+01:00,2657.91,1941.85,94.07,96.64
2021-01-15T09:00+01:00,2742.43,1894.31,97.76,100.16
2021-01-15T10:00+01:00,2799.74,1797.76,90.69,99.94
2021-01-15T11:00+01:00,2782.64,1834.81,86.97,89.11
2021-01-15T12:00+01:00,2723.3,1844.67,79.25,81.2
2021-01-15T13:00+01:00,2650.55,1741.52,76.64,78.52
2021-01-15T14:00+01:00,2536.03,1725.84,77.14,79.04
2021-01-15T15:00+01:00,2478.69,1797.72,76.98,78.87
2021-01-15T16:00+01:00,2572.96,1651.82,82,84.02
2021-01-15T17:00+01:00,2626.32,1675.29,99.5,99.5
2021-01-15T18:00+01:00,2664.38,1666.49,98.02,98.02
2021-01-15T19:00+01:00,2674.72,1694.68,95.01,95.01
2021-01-15T20:00+01:00,2506.19,1610.55,77.2,77.2
2021-01-15T21:00+01:00,2367.11,1525.44,67.18,67.18
2021-01-15T22:00+01:00,2258.08,1375.94,63.19,63.19
2021-01-15T23:00+01:00,1932.18,1336.04,55.42,55.42
2021-01-16T00:00+01:00,1992.23,1410.78,53.09,53.09
2021-01-16T01:00+01:00,1911.05,1482.46,51.65,51.65
2021-01-16T02:00+01:00,1818.66,1387,49.88,49.88
2021-01-16T03:00+01:00,1781.89,1341.93,49.84,49.84
2021-01-16T04:00+01:00,1702.91,1300.47,49.51,49.51
2021-01-16T05:00+01:00,1642.18,1231.1,48.52,48.52
2021-01-16T06:00+01:00,1765.48,1175.72,48.74,48.74
2021-01-16T07:00+01:00,2030.59,1129.66,51.43,51.43
2021-01-16T08:00+01:00,2464.97,1144.14,60,60
2021-01-16T09:00+01:00,2630.15,1273.51,63.96,63.96
2021-01-16T10:00+01:00,2730.99,1448.83,61.79,63.77
2021-01-16T11:00+01:00,2424.13,1413.2,62.13,62.13
2021-01-16T12:00+01:00,2070.39,1369.2,55.01,55.01
2021-01-16T13:00+01:00,2087.82,1275.43,50.66,50.66
2021-01-16T14:00+01:00,1920.97,1259.14,49.48,49.48
2021-01-16T15:00+01:00,1909.32,1270.18,50.65,50.65
2021-01-16T16:00+01:00,2190.04,1355.86,57.7,59.12
2021-01-16T17:00+01:00,2464.46,1586.04,65.01,65.01
2021-01-16T18:00+01:00,2421.8,1820.07,66.4,66.4
2021-01-16T19:00+01:00,2395.67,1856.06,63.76,63.76
2021-01-16T20:00+01:00,2261.44,1849.49,57.47,57.47
2021-01-16T21:00+01:00,1688.58,1923.42,52.98,52.98
2021-01-16T22:00+01:00,1677.82,1840.16,53.2,53.2
2021-01-16T23:00+01:00,1622.35,1793.97,48.17,48.17
2021-01-17T00:00+01:00,1632.18,1967.77,46.49,46.49
2021-01-17T01:00+01:00,1435.97,2025.45,44.82,44.82
2021-01-17T02:00+01:00,1582.13,2139.81,44.99,44.99
2021-01-17T03:00+01:00,1560.65,2200.98,45.54,45.54
2021-01-17T04:00+01:00,1370.12,2181.26,45.8,45.8
2021-01-17T05:00+01:00,1377.96,2192.03,45.42,45.42
2021-01-17T06:00+01:00,1558.23,2179.7,45.7,45.7
2021-01-17T07:00+01:00,1672.8,2193.12,46.5,46.5
2021-01-17T08:00+01:00,1890.5,2233.3,47.4,47.42
2021-01-17T09:00+01:00,1931.58,2234.64,51.13,51.13
2021-01-17T10:00+01:00,2216.34,2195.86,54.75,56.5
2021-01-17T11:00+01:00,2249.05,2191.89,58.08,59.94
2021-01-17T12:00+01:00,2220.04,2152.63,54.58,55.51
2021-01-17T13:00+01:00,2123.96,2031.66,52.82,52.82
2021-01-17T14:00+01:00,2037.52,1819.87,49.95,49.95
2021-01-17T15:00+01:00,2121.28,1670.89,53.48,53.48
2021-01-17T16:00+01:00,2307.26,1609.09,60.6,60.6
2021-01-17T17:00+01:00,2536.44,1764.65,67.05,67.05
2021-01-17T18:00+01:00,2436.47,1913.67,72,72
2021-01-17T19:00+01:00,2324.3,2003.42,67.78,67.78
2021-01-17T20:00+01:00,2233.26,2019.83,62.45,62.45
2021-01-17T21:00+01:00,2062.26,1968.34,55.56,55.56
2021-01-17T22:00+01:00,1912.03,1921.95,52.13,52.13
2021-01-17T23:00+01:00,1700.38,1794.3,46.9,46.9
2021-01-18T00:00+01:00,1749.47,1732.35,43.85,43.85
2021-01-18T01:00+01:00,1782.24,1750.46,45.83,45.83
2021-01-18T02:00+01:00,1666.32,1726.11,45.59,45.59
2021-01-18T03:00+01:00,1667.32,1724.82,45.94,45.94
2021-01-18T04:00+01:00,1586.13,1795.55,44.83,44.83
2021-01-18T05:00+01:00,1805.55,1786.6,46.42,46.44
2021-01-18T06:00+01:00,2183.76,1834.3,55.19,59.72
2021-01-18T07:00+01:00,2391.33,2240.57,73.06,74.53
2021-01-18T08:00+01:00,2540.71,2363.17,78.92,78.92
2021-01-18T09:00+01:00,2514.15,2590.63,75.65,75.65
2021-01-18T10:00+01:00,2118.09,2906.47,71.67,72.03
2021-01-18T11:00+01:00,1744.71,3141.69,62.46,66.39
2021-01-18T12:00+01:00,1717.26,3299.29,58.2,60.06
2021-01-18T13:00+01:00,1697.52,3224.6,55.91,57.7
2021-01-18T14:00+01:00,1482.24,3001.57,57.57,59.41
2021-01-18T15:00+01:00,1587.89,2864.65,57.39,57.39
2021-01-18T16:00+01:00,2212.05,2860.43,54.54,54.54
