Date (GMT+1),Non-Renewable,Renewable,Day Ahead Auction (DK1),Day Ahead Auction (DK2)
2022-01-16T12:00+01:00,948.2,5264.49,114.76,16.29
2022-01-16T13:00+01:00,926.92,5117.94,101.29,17.39
2022-01-16T14:00+01:00,846.14,5013.22,69.16,17.27
2022-01-16T15:00+01:00,725.99,5327.31,67.25,17.51
2022-01-16T16:00+01:00,695.7,5450.66,72.02,23.97
2022-01-16T17:00+01:00,704.06,5779.47,97.47,30.84
2022-01-16T18:00+01:00,717.21,5521.01,80.44,23.96
2022-01-16T19:00+01:00,669.17,5171.09,67.2,19.39
2022-01-16T20:00+01:00,595.22,4889.52,49.93,17.96
2022-01-16T21:00+01:00,555.23,5222.51,20.09,18.34
2022-01-16T22:00+01:00,545,5195.8,17.2,17.2
2022-01-16T23:00+01:00,537.07,5196.61,13.2,13.2
2022-01-17T00:00+01:00,524.95,4970.39,14.95,14.95
2022-01-17T01:00+01:00,520.82,4961.52,13.59,13.59
2022-01-17T02:00+01:00,514.78,5025.04,12.03,12.03
2022-01-17T03:00+01:00,531.51,5340.51,10.09,10.09
2022-01-17T04:00+01:00,523.28,5142.56,12.83,12.83
2022-01-17T05:00+01:00,500.28,4925.37,17.12,17.12
2022-01-17T06:00+01:00,550.23,5221.17,17.78,17.78
2022-01-17T07:00+01:00,610.51,5806.29,67.58,67.58
2022-01-17T08:00+01:00,879.74,5915.96,70.48,70.48
2022-01-17T09:00+01:00,954.95,6142.03,72.15,72.15
2022-01-17T10:00+01:00,843.61,5984.56,76.83,76.83
2022-01-17T11:00+01:00,803.27,6107.12,76.47,76.47
2022-01-17T12:00+01:00,792.01,6109.73,71.54,71.54
2022-01-17T13:00+01:00,815.91,5967.12,88.87,88.87
2022-01-17T14:00+01:00,860.98,5744.01,101.17,101.17
2022-01-17T15:00+01:00,1055.6,5292.65,131.59,131.59
2022-01-17T16:00+01:00,1048.24,4357.38,144.87,144.87
2022-01-17T17:00+01:00,1053.09,3974.14,150.62,150.62
2022-01-17T18:00+01:00,1301.6,3874.85,149.96,149.96
2022-01-17T19:00+01:00,1272.96,4042.97,144.76,144.76
2022-01-17T20:00+01:00,1340.33,4063.1,143.57,143.57
2022-01-17T21:00+01:00,1209.49,3823.1,138.39,138.39
2022-01-17T22:00+01:00,1257.83,3516.94,136.03,136.03
2022-01-17T23:00+01:00,1453.96,3336.72,135.03,80.07
2022-01-18T00:00+01:00,1420.62,3249.89,146.53,79.82
2022-01-18T01:00+01:00,1385.3,3056.79,143.69,91.55
2022-01-18T02:00+01:00,1513.01,2928.48,143.3,91.37
2022-01-18T03:00+01:00,1526.24,2968.78,143.19,143.19
2022-01-18T04:00+01:00,1417.85,3136.58,139.67,139.67
2022-01-18T05:00+01:00,1463.61,3135.13,145.35,145.35
2022-01-18T06:00+01:00,1635.88,3186.48,168.14,200.09
2022-01-18T07:00+01:00,2110.05,3152.09,267.14,267.14
2022-01-18T08:00+01:00,2104.11,3077.72,287.33,287.33
2022-01-18T09:00+01:00,2024.6,3262.95,248.06,248.06
2022-01-18T10:00+01:00,2011.6,3430.1,200.09,200.09
2022-01-18T11:00+01:00,2053.04,3720.61,168.37,200.04
2022-01-18T12:00+01:00,1866.01,4161.01,152.9,166.18
2022-01-18T13:00+01:00,1767.16,4650.32,151.18,154.6
2022-01-18T14:00+01:00,1895.65,4659.44,149.54,149.54
2022-01-18T15:00+01:00,1763.39,4535.51,148.94,148.94
